X1,X2
Northwestern St.,Alabama A&M
La.-Monroe,Northwestern St.
UTEP,Northwestern St.
Texas A&M,Northwestern St.
Texas Tech,Northwestern St.
Northwestern St.,Southern U.
Nicholls St.,Northwestern St.
Northwestern St.,McNeese
A&M-Corpus Christi,Northwestern St.
Northwestern St.,SFA
Abilene Christian,Northwestern St.
Sam Houston St.,Northwestern St.
Southeastern La.,Northwestern St.
New Orleans,Northwestern St.
Northwestern St.,Central Ark.
New Orleans,Northwestern St.
Northwestern St.,McNeese
Lamar University,Northwestern St.
Northwestern St.,SFA
Houston Baptist,Northwestern St.
Northwestern St.,Incarnate Word
Southeastern La.,Northwestern St.
Nicholls St.,Northwestern St.
Central Ark.,Northwestern St.
Notre Dame,UIC
Notre Dame,Chicago St.
Radford,Notre Dame
Notre Dame,William & Mary
Notre Dame,Duquesne
Notre Dame,DePaul
Notre Dame,Illinois
Oklahoma,Notre Dame
UCLA,Notre Dame
Notre Dame,Purdue
Notre Dame,Binghamton
Notre Dame,Jacksonville
Notre Dame,Coppin St.
Virginia Tech,Notre Dame
Syracuse,Notre Dame
Notre Dame,Boston College
North Carolina,Notre Dame
NC State,Notre Dame
Georgia Tech,Notre Dame
Virginia,Notre Dame
Duke,Notre Dame
Notre Dame,Boston College
Miami (FL),Notre Dame
Notre Dame,Georgia Tech
Virginia,Notre Dame
Wake Forest,Notre Dame
Virginia Tech,Notre Dame
Florida St.,Notre Dame
Louisville,Notre Dame
Clemson,Notre Dame
Pittsburgh,Notre Dame
Notre Dame,Georgia Tech
Louisville,Notre Dame
Toledo,Oakland
Western Mich.,Oakland
UNLV,Oakland
Oakland,James Madison
Oakland,Oral Roberts
Northern Ill.,Oakland
Xavier,Oakland
Oakland,Fairfield
Northeastern,Oakland
Hartford,Oakland
Georgia,Oakland
Michigan St.,Oakland
Oakland,Cleveland St.
Oakland,Youngstown St.
Oakland,Northern Ky.
Wright St.,Oakland
Milwaukee,Oakland
Oakland,Green Bay
Oakland,Detroit Mercy
IUPUI,Oakland
Oakland,UIC
Youngstown St.,Oakland
Oakland,Cleveland St.
Wright St.,Oakland
Northern Ky.,Oakland
Green Bay,Oakland
Oakland,Milwaukee
Oakland,Detroit Mercy
Oakland,UIC
Oakland,IUPUI
Oakland,Youngstown St.
Northern Ky.,Oakland
Ohio,Campbell
South Fla.,Ohio
Loyola Marymount,Ohio
Ohio,Austin Peay
Ohio,Iona
Ohio,Marshall
Xavier,Ohio
Ohio,Radford
Ohio,Detroit Mercy
Purdue,Ohio
Ohio,FIU
Northern Ill.,Ohio
Bowling Green,Ohio
Ohio,Ball St.
Kent St.,Ohio
Toledo,Ohio
Ohio,Western Mich.
Ohio,Ball St.
Northern Ill.,Ohio
Akron,Ohio
Miami (OH),Ohio
Eastern Mich.,Ohio
Central Mich.,Ohio
Buffalo,Ohio
Ohio,Bowling Green
Kent St.,Ohio
Ohio,Akron
Buffalo,Ohio
Ohio,Miami (OH)
Northern Ill.,Ohio
Ohio St.,Cincinnati
Ohio St.,Purdue Fort Wayne
Ohio St.,Creighton
Ohio St.,South Carolina St.
Ohio St.,Samford
Ohio St.,Cleveland St.
Syracuse,Ohio St.
Ohio St.,Minnesota
Ohio St.,Illinois
Ohio St.,Bucknell
Ohio St.,Youngstown St.
Ohio St.,UCLA
Ohio St.,High Point
Michigan St.,Ohio St.
Rutgers,Ohio St.
Iowa,Ohio St.
Maryland,Ohio St.
Purdue,Ohio St.
Ohio St.,Nebraska
Michigan,Ohio St.
Ohio St.,Rutgers
Ohio St.,Penn St.
Ohio St.,Indiana
Illinois,Ohio St.
Michigan St.,Ohio St.
Ohio St.,Northwestern
Maryland,Ohio St.
Ohio St.,Iowa
Purdue,Ohio St.
Northwestern,Ohio St.
Wisconsin,Ohio St.
Ohio St.,Indiana
Michigan St.,Ohio St.
Oklahoma,UTRGV
Oklahoma,UTSA
Oklahoma,Wofford
Oklahoma,Florida
Wisconsin,Oklahoma
Oklahoma,Dayton
Oklahoma,North Texas
Oklahoma,Notre Dame
Oklahoma,Wichita St.
Oklahoma,Southern California
Oklahoma,Creighton
Oklahoma,Northwestern
Kansas,Oklahoma
Oklahoma,Oklahoma St.
Texas Tech,Oklahoma
Oklahoma,TCU
Kansas St.,Oklahoma
Texas,Oklahoma
Oklahoma,Oklahoma St.
Oklahoma,Vanderbilt
Baylor,Oklahoma
West Virginia,Oklahoma
Iowa St.,Oklahoma
Texas Tech,Oklahoma
Baylor,Oklahoma
Oklahoma,TCU
Oklahoma,Texas
Iowa St.,Oklahoma
Oklahoma,West Virginia
Oklahoma,Kansas
Kansas St.,Oklahoma
West Virginia,Oklahoma
Charlotte,Oklahoma St.
Oklahoma St.,UTSA
Oklahoma St.,Col. of Charleston
Oklahoma St.,Memphis
Villanova,Oklahoma St.
Oklahoma St.,LSU
Minnesota,Oklahoma St.
Tulsa,Oklahoma St.
Houston,Oklahoma St.
Nebraska,Oklahoma St.
Oklahoma St.,Central Ark.
Oklahoma St.,A&M-Corpus Christi
Iowa St.,Oklahoma St.
Oklahoma,Oklahoma St.
Oklahoma St.,Texas
Oklahoma St.,West Virginia
Baylor,Oklahoma St.
Iowa St.,Oklahoma St.
Oklahoma,Oklahoma St.
Oklahoma St.,South Carolina
Kansas St.,Oklahoma St.
TCU,Oklahoma St.
Kansas,Oklahoma St.
Texas Tech,Oklahoma St.
Texas,Oklahoma St.
Oklahoma St.,TCU
Kansas St.,Oklahoma St.
Texas Tech,Oklahoma St.
Kansas,Oklahoma St.
Oklahoma St.,Baylor
Oklahoma St.,West Virginia
TCU,Oklahoma St.
Old Dominion,Navy
Saint Joseph's,Old Dominion
Oregon St.,Old Dominion
Old Dominion,Kennesaw St.
UNI,Old Dominion
Old Dominion,UNI
Old Dominion,VCU
Old Dominion,James Madison
Old Dominion,William & Mary
Old Dominion,Fairfield
Old Dominion,Syracuse
Old Dominion,Richmond
Old Dominion,Morgan St.
Marshall,Old Dominion
Old Dominion,Western Ky.
Fla. Atlantic,Old Dominion
Old Dominion,FIU
Old Dominion,Louisiana Tech
Old Dominion,Southern Miss.
Old Dominion,Charlotte
Old Dominion,UTEP
UTSA,Old Dominion
Old Dominion,North Texas
Old Dominion,Rice
Old Dominion,UAB
Old Dominion,Middle Tenn.
Old Dominion,Charlotte
Old Dominion,Western Ky.
Old Dominion,UTSA
Southern Miss.,Old Dominion
UAB,Old Dominion
Old Dominion,Louisiana Tech
Old Dominion,UAB
NA,NA
Ole Miss,Western Mich.
Butler,Ole Miss
Ole Miss,Nicholls St.
Ole Miss,Baylor
Cincinnati,Ole Miss
Ole Miss,San Diego
Ole Miss,La.-Monroe
Ole Miss,Illinois St.
Ole Miss,Southeastern La.
Ole Miss,Chattanooga
Ole Miss,Middle Tenn.
Ole Miss,FGCU
Ole Miss,Vanderbilt
Ole Miss,Auburn
Ole Miss,Mississippi St.
LSU,Ole Miss
Ole Miss,Arkansas
Alabama,Ole Miss
Iowa St.,Ole Miss
Florida,Ole Miss
Mississippi St.,Ole Miss
Ole Miss,Texas A&M
Ole Miss,Georgia
Ole Miss,Auburn
Ole Miss,Missouri
South Carolina,Ole Miss
Ole Miss,Georgia
Tennessee,Ole Miss
Arkansas,Ole Miss
Kentucky,Ole Miss
Ole Miss,Missouri
Alabama,Ole Miss
Minnesota,Omaha
Northern Ariz.,Omaha
Colorado,Omaha
Omaha,Bethune-Cookman
Omaha,Montana St.
Iowa St.,Omaha
Arizona St.,Omaha
Seattle U,Omaha
Oregon,Omaha
Omaha,Idaho
Omaha,UC Santa Barbara
Omaha,Rice
Omaha,Denver
Oral Roberts,Omaha
Omaha,North Dakota St.
Omaha,North Dakota
Omaha,Western Ill.
Omaha,South Dakota
Omaha,Purdue Fort Wayne
South Dakota St.,Omaha
Omaha,North Dakota
Omaha,South Dakota
Omaha,South Dakota St.
Omaha,Purdue Fort Wayne
Omaha,Western Ill.
Omaha,North Dakota St.
Oral Roberts,Omaha
Omaha,Denver
Omaha,North Dakota
Omaha,Purdue Fort Wayne
North Dakota St.,Omaha
Missouri St.,Oral Roberts
TCU,Oral Roberts
California Baptist,Oral Roberts
BYU,Oral Roberts
Northern Ill.,Oral Roberts
Oakland,Oral Roberts
Oral Roberts,James Madison
SMU,Oral Roberts
FGCU,Oral Roberts
Missouri,Oral Roberts
Oral Roberts,Richmond
Wichita St.,Oral Roberts
Tulsa,Oral Roberts
Oral Roberts,Omaha
Oral Roberts,North Dakota
Oral Roberts,Western Ill.
Purdue Fort Wayne,Oral Roberts
South Dakota St.,Oral Roberts
Oral Roberts,South Dakota
Denver,Oral Roberts
North Dakota St.,Oral Roberts
South Dakota St.,Oral Roberts
Purdue Fort Wayne,Oral Roberts
Oral Roberts,Denver
Oral Roberts,South Dakota
North Dakota St.,Oral Roberts
North Dakota,Oral Roberts
Western Ill.,Oral Roberts
Oral Roberts,Omaha
North Dakota St.,Oral Roberts
Oregon,Portland St.
Oregon,Eastern Wash.
Iowa,Oregon
Oregon,Syracuse
Oregon,Green Bay
Texas Southern,Oregon
Houston,Oregon
Oregon,Omaha
Oregon,San Diego
Oregon,Boise St.
Oregon,Florida A&M
Baylor,Oregon
Oregon,Boise St.
Oregon St.,Oregon
UCLA,Oregon
Oregon,Southern California
Oregon,Arizona
Arizona St.,Oregon
Washington,Oregon
Oregon,Washington St.
Oregon,Utah
Colorado,Oregon
Oregon,California
Oregon,Stanford
Oregon St.,Oregon
Southern California,Oregon
UCLA,Oregon
Oregon,Arizona St.
Oregon,Arizona
Oregon,Washington St.
Oregon,Washington
Oregon,Washington St.
Oregon,Utah
Oregon,Arizona St.
Oregon,Washington
Oregon St.,UC Riverside
Oregon St.,Wyoming
Oregon St.,Old Dominion
Missouri,Oregon St.
Oregon St.,Penn
Oregon St.,Long Beach St.
Oregon St.,Missouri St.
Saint Louis,Oregon St.
Texas A&M,Oregon St.
Oregon St.,Pepperdine
Kent St.,Oregon St.
Oregon St.,Central Conn. St.
Oregon St.,Oregon
Oregon St.,Southern California
Oregon St.,UCLA
Arizona St.,Oregon St.
Arizona,Oregon St.
Oregon St.,Washington St.
Washington,Oregon St.
Oregon St.,Colorado
Oregon St.,Utah
Stanford,Oregon St.
Oregon St.,California
Oregon St.,Oregon
UCLA,Oregon St.
Oregon St.,Southern California
Arizona,Oregon St.
Arizona St.,Oregon St.
Washington,Oregon St.
Oregon St.,Washington St.
Colorado,Oregon St.
Pacific,SIUE
Nevada,Pacific
Pacific,Idaho St.
UNLV,Pacific
Pacific,UC Riverside
Abilene Christian,Pacific
Pacific,Elon
Fresno St.,Pacific
Pacific,Air Force
Pacific,Long Beach St.
Pacific,CSUN
Boise St.,Pacific
Pacific,UC Irvine
BYU,Pacific
San Diego,Pacific
Gonzaga,Pacific
Pacific,Portland
San Francisco,Pacific
Santa Clara,Pacific
Pacific,Portland
Loyola Marymount,Pacific
Pacific,Pepperdine
Saint Mary's (CA),Pacific
BYU,Pacific
Santa Clara,Pacific
Saint Mary's (CA),Pacific
Loyola Marymount,Pacific
Gonzaga,Pacific
Pacific,Pepperdine
Pepperdine,Pacific
Penn,George Mason
Penn,Rice
Penn,Lafayette
Penn,UNI
Kansas St.,Penn
Oregon St.,Penn
Penn,Delaware St.
Penn,Miami (FL)
Penn,La Salle
Penn,Villanova
Penn,New Mexico
Toledo,Penn
Monmouth,Penn
Princeton,Penn
Princeton,Penn
Penn,Temple
Penn,Saint Joseph's
Cornell,Penn
Penn,Columbia
Penn,Brown
Yale,Penn
Penn,Dartmouth
Harvard,Penn
Columbia,Penn
Penn,Cornell
Harvard,Penn
Penn,Dartmouth
Penn,Yale
Penn,Brown
Harvard,Penn
Penn St.,North Florida
Penn St.,Jacksonville St.
DePaul,Penn St.
Penn St.,Wright St.
Bradley,Penn St.
Penn St.,Virginia Tech
Maryland,Penn St.
Indiana,Penn St.
Penn St.,Colgate
NC State,Penn St.
Penn St.,Duquesne
Alabama,Penn St.
Penn St.,UMBC
Michigan,Penn St.
Wisconsin,Penn St.
Nebraska,Penn St.
Michigan St.,Penn St.
Iowa,Penn St.
Minnesota,Penn St.
Rutgers,Penn St.
Purdue,Penn St.
Penn St.,Northwestern
Ohio St.,Penn St.
Penn St.,Michigan
Purdue,Penn St.
Penn St.,Nebraska
Penn St.,Illinois
Penn St.,Maryland
Wisconsin,Penn St.
Penn St.,Rutgers
Penn St.,Illinois
Minnesota,Penn St.
Northern Colo.,Pepperdine
Pepperdine,Towson
Ga. Southern,Pepperdine
Pepperdine,Miami (OH)
Pepperdine,Idaho St.
Pepperdine,Abilene Christian
CSUN,Pepperdine
UC Riverside,Pepperdine
Pepperdine,Jackson St.
Southern Utah,Pepperdine
Oregon St.,Pepperdine
Long Beach St.,Pepperdine
Pepperdine,Alabama A&M
Pepperdine,Loyola Marymount
San Francisco,Pepperdine
Santa Clara,Pepperdine
Pepperdine,San Diego
BYU,Pepperdine
Loyola Marymount,Pepperdine
Pepperdine,Saint Mary's (CA)
Pepperdine,Portland
Pacific,Pepperdine
Santa Clara,Pepperdine
Pepperdine,San Diego
San Francisco,Pepperdine
Saint Mary's (CA),Pepperdine
Gonzaga,Pepperdine
Pepperdine,Portland
Pacific,Pepperdine
Pepperdine,Pacific
Pepperdine,Loyola Marymount
Pepperdine,San Francisco
Gonzaga,Pepperdine
Pittsburgh,Youngstown St.
Pittsburgh,VMI
Pittsburgh,Troy
Pittsburgh,Central Ark.
Pittsburgh,North Ala.
Pittsburgh,Saint Louis
Iowa,Pittsburgh
Pittsburgh,Duquesne
Niagara,Pittsburgh
West Virginia,Pittsburgh
Pittsburgh,UMES
Pittsburgh,New Orleans
Pittsburgh,Colgate
North Carolina,Pittsburgh
Pittsburgh,Louisville
NC State,Pittsburgh
Pittsburgh,Florida St.
Syracuse,Pittsburgh
Duke,Pittsburgh
Louisville,Pittsburgh
Clemson,Pittsburgh
Syracuse,Pittsburgh
Wake Forest,Pittsburgh
NC State,Pittsburgh
Boston College,Pittsburgh
Virginia Tech,Pittsburgh
Georgia Tech,Pittsburgh
Clemson,Pittsburgh
Virginia,Pittsburgh
Miami (FL),Pittsburgh
Pittsburgh,Notre Dame
Pittsburgh,Boston College
Syracuse,Pittsburgh
Hawaii,Portland
North Texas,Portland
Portland,CSUN
Portland,USC Upstate
Portland,Cal Poly
Texas St.,Portland
Colorado,Portland
Portland St.,Portland
Portland,Sacramento St.
Grambling,Portland
Seattle U,Portland
Portland,Florida A&M
Cal St. Fullerton,Portland
Loyola Marymount,Portland
BYU,Portland
Pacific,Portland
San Diego,Portland
Gonzaga,Portland
San Francisco,Portland
Pacific,Portland
Pepperdine,Portland
NA,NA
BYU,Portland
Loyola Marymount,Portland
San Francisco,Portland
San Diego,Portland
Pepperdine,Portland
Saint Mary's (CA),Portland
Santa Clara,Portland
San Diego,Portland
Oregon,Portland St.
Portland St.,UC Riverside
UC Santa Barbara,Portland St.
Stanford,Portland St.
Portland St.,Portland
BYU,Portland St.
Loyola Marymount,Portland St.
CSU Bakersfield,Portland St.
Northern Colo.,Portland St.
Montana St.,Portland St.
Portland St.,Montana
Weber St.,Portland St.
Southern Utah,Portland St.
Northern Ariz.,Portland St.
Portland St.,Eastern Wash.
Portland St.,Idaho
Portland St.,Weber St.
Idaho St.,Portland St.
Northern Colo.,Portland St.
Sacramento St.,Portland St.
Portland St.,Northern Ariz.
NA,NA
Portland St.,Idaho St.
Portland St.,Sacramento St.
Portland St.,Idaho
Eastern Wash.,Portland St.
Portland St.,Montana
Portland St.,Montana St.
Weber St.,Portland St.
Prairie View,Santa Clara
Baylor,Prairie View
UTRGV,Prairie View
Lamar University,Prairie View
UNC Greensboro,Prairie View
East Carolina,Prairie View
Georgia Tech,Prairie View
Murray St.,Prairie View
Louisiana Tech,Prairie View
Louisiana,Prairie View
Seattle U,Prairie View
Winthrop,Prairie View
Prairie View,Southern U.
Prairie View,Alcorn
Prairie View,Texas Southern
Prairie View,Jackson St.
Prairie View,Grambling
Prairie View,Mississippi Val.
Prairie View,Ark.-Pine Bluff
Prairie View,Alabama A&M
Prairie View,Alabama St.
Texas Southern,Prairie View
Prairie View,Jackson St.
Prairie View,Grambling
Prairie View,Mississippi Val.
Prairie View,Ark.-Pine Bluff
Prairie View,Alabama A&M
Prairie View,Alabama St.
Prairie View,Southern U.
Prairie View,Alcorn
Prairie View,Alcorn
Prairie View,Grambling
NA,NA
Col. of Charleston,Presbyterian
Presbyterian,Tennessee Tech
Marquette,Presbyterian
UCLA,Presbyterian
St. Francis Brooklyn,Presbyterian
Presbyterian,N.C. A&T
Jacksonville,Presbyterian
Presbyterian,VMI
Butler,Presbyterian
Dayton,Presbyterian
Presbyterian,Jacksonville
Presbyterian,South Carolina St.
Presbyterian,USC Upstate
High Point,Presbyterian
Radford,Presbyterian
Presbyterian,Hampton
Presbyterian,Longwood
Presbyterian,USC Upstate
Campbell,Presbyterian
Presbyterian,Winthrop
Charleston So.,Presbyterian
Presbyterian,UNC Asheville
Presbyterian,Gardner-Webb
Winthrop,Presbyterian
Presbyterian,Campbell
Presbyterian,UNC Asheville
Gardner-Webb,Presbyterian
Charleston So.,Presbyterian
Presbyterian,UNC Asheville
Radford,Presbyterian
Lehigh,Princeton
Fairleigh Dickinson,Princeton
Princeton,Monmouth
Princeton,Maine
Princeton,George Washington
Saint Joseph's,Princeton
St. John's (NY),Princeton
Princeton,Iona
Duke,Princeton
Princeton,Lafayette
Princeton,Arizona St.
Princeton,Penn
Princeton,Penn
Princeton,Columbia
Princeton,Cornell
Yale,Princeton
Brown,Princeton
Harvard,Princeton
Princeton,Dartmouth
Princeton,Cornell
Princeton,Columbia
Princeton,Dartmouth
Harvard,Princeton
Brown,Princeton
Yale,Princeton
Yale,Princeton
Providence,Siena
Wichita St.,Providence
Providence,Holy Cross
Providence,South Carolina
Michigan,Providence
Providence,Iona
Providence,Fairleigh Dickinson
Providence,Rhode Island
Providence,Boston College
Massachusetts,Providence
Providence,Central Conn. St.
Providence,Albany (NY)
Providence,Texas
Creighton,Providence
Villanova,Providence
Georgetown,Providence
Providence,Seton Hall
Marquette,Providence
Providence,Xavier
Providence,DePaul
Seton Hall,Providence
DePaul,Providence
Georgetown,Providence
Providence,St. John's (NY)
Villanova,Providence
Xavier,Providence
Providence,St. John's (NY)
Marquette,Providence
Providence,Butler
Creighton,Providence
Providence,Butler
Providence,Butler
Villanova,Providence
Purdue,Fairfield
Purdue,Ball St.
Purdue,Appalachian St.
Purdue,Davidson
Virginia Tech,Purdue
Purdue,Robert Morris
Florida St.,Purdue
Michigan,Purdue
Purdue,Maryland
Texas,Purdue
Notre Dame,Purdue
Purdue,Ohio
Purdue,Belmont
Purdue,Iowa
Michigan St.,Purdue
Purdue,Wisconsin
Purdue,Rutgers
Purdue,Indiana
Purdue,Ohio St.
Purdue,Michigan St.
Purdue,Penn St.
Purdue,Minnesota
Purdue,Nebraska
Maryland,Purdue
Purdue,Penn St.
Purdue,Indiana
Purdue,Nebraska
Purdue,Illinois
Purdue,Ohio St.
Minnesota,Purdue
Purdue,Northwestern
Minnesota,Purdue
UCLA,Purdue Fort Wayne
Ohio St.,Purdue Fort Wayne
Dayton,Purdue Fort Wayne
Purdue Fort Wayne,South Carolina St.
Samford,Purdue Fort Wayne
Purdue Fort Wayne,Cleveland St.
Purdue Fort Wayne,Eastern Ill.
UMKC,Purdue Fort Wayne
Purdue Fort Wayne,Akron
Miami (OH),Purdue Fort Wayne
Austin Peay,Purdue Fort Wayne
Purdue Fort Wayne,IUPUI
Purdue Fort Wayne,North Dakota
Purdue Fort Wayne,North Dakota St.
Purdue Fort Wayne,South Dakota St.
Purdue Fort Wayne,Oral Roberts
South Dakota,Purdue Fort Wayne
Western Ill.,Purdue Fort Wayne
Omaha,Purdue Fort Wayne
Purdue Fort Wayne,Denver
Purdue Fort Wayne,South Dakota
Purdue Fort Wayne,Oral Roberts
Purdue Fort Wayne,Western Ill.
Purdue Fort Wayne,Denver
Omaha,Purdue Fort Wayne
South Dakota St.,Purdue Fort Wayne
North Dakota,Purdue Fort Wayne
North Dakota St.,Purdue Fort Wayne
Purdue Fort Wayne,South Dakota
Omaha,Purdue Fort Wayne
Villanova,Quinnipiac
Hartford,Quinnipiac
Quinnipiac,New Hampshire
Quinnipiac,Maine
Massachusetts,Quinnipiac
Stony Brook,Quinnipiac
Quinnipiac,Dartmouth
Quinnipiac,Lafayette
Drexel,Quinnipiac
Quinnipiac,Bethune-Cookman
Stony Brook,Quinnipiac
Quinnipiac,Manhattan
Rider,Quinnipiac
Quinnipiac,Monmouth
Quinnipiac,Fairfield
Canisius,Quinnipiac
Niagara,Quinnipiac
Quinnipiac,Marist
Quinnipiac,Saint Peter's
Canisius,Quinnipiac
Quinnipiac,Niagara
Quinnipiac,Iona
Quinnipiac,Rider
Marist,Quinnipiac
Quinnipiac,Siena
Iona,Quinnipiac
Quinnipiac,Monmouth
Quinnipiac,Saint Peter's
Manhattan,Quinnipiac
Monmouth,Quinnipiac
Radford,UIC
Radford,Notre Dame
Duquesne,Radford
Radford,William & Mary
Radford,Texas
James Madison,Radford
Ohio,Radford
Clemson,Radford
UNC Greensboro,Radford
Radford,Ga. Southern
Maryland,Radford
Radford,Longwood
Radford,USC Upstate
Radford,Presbyterian
Radford,Gardner-Webb
Radford,UNC Asheville
Radford,Longwood
Radford,Charleston So.
Campbell,Radford
Radford,Winthrop
Radford,Hampton
Radford,High Point
Charleston So.,Radford
Radford,Winthrop
Hampton,Radford
Radford,High Point
Campbell,Radford
Radford,Presbyterian
Radford,Charleston So.
Gardner-Webb,Radford
Rhode Island,Bryant
Col. of Charleston,Rhode Island
Rhode Island,Harvard
Stony Brook,Rhode Island
Rhode Island,Brown
Providence,Rhode Island
Rhode Island,Holy Cross
Rhode Island,West Virginia
Bucknell,Rhode Island
Rhode Island,Charlotte
Hawaii,Rhode Island
Rhode Island,Middle Tenn.
Saint Louis,Rhode Island
Rhode Island,Richmond
George Mason,Rhode Island
Rhode Island,St. Bonaventure
Rhode Island,La Salle
Rhode Island,VCU
Massachusetts,Rhode Island
Duquesne,Rhode Island
Rhode Island,Saint Louis
Davidson,Rhode Island
Dayton,Rhode Island
Fordham,Rhode Island
VCU,Rhode Island
Davidson,Rhode Island
Rhode Island,George Washington
Rhode Island,Dayton
Rhode Island,Saint Joseph's
Rhode Island,Massachusetts
Rhode Island,La Salle
Rhode Island,VCU
St. Bonaventure,Rhode Island
Penn,Rice
Rice,Alabama A&M
Houston,Rice
Rice,Northwestern St.
BYU,Rice
Wichita St.,Rice
Texas St.,Rice
Lamar University,Rice
UC Santa Barbara,Rice
Rice,UTRGV
Omaha,Rice
North Texas,Rice
Rice,Southern Miss.
Rice,Louisiana Tech
UTSA,Rice
UTEP,Rice
North Texas,Rice
Rice,Middle Tenn.
UAB,Rice
Rice,Charlotte
Old Dominion,Rice
Western Ky.,Rice
NA,NA
FIU,Rice
Fla. Atlantic,Rice
Rice,UTEP
Rice,Middle Tenn.
Rice,Charlotte
Charlotte,Rice
Marshall,Rice
Longwood,Richmond
Richmond,St. Francis Brooklyn
Richmond,IUPUI
Loyola Chicago,Richmond
Wyoming,Richmond
Hampton,Richmond
Georgetown,Richmond
Richmond,Wake Forest
Richmond,Coppin St.
Oral Roberts,Richmond
Old Dominion,Richmond
Richmond,High Point
Richmond,South Alabama
Dayton,Richmond
Rhode Island,Richmond
Richmond,George Washington
Duquesne,Richmond
Davidson,Richmond
Saint Joseph's,Richmond
St. Bonaventure,Richmond
Richmond,Saint Louis
La Salle,Richmond
Richmond,George Mason
Richmond,George Washington
VCU,Richmond
Richmond,Fordham
Richmond,La Salle
George Mason,Richmond
VCU,Richmond
Massachusetts,Richmond
Davidson,Richmond
Richmond,Fordham
Saint Louis,Richmond
UCF,Rider
Rider,Coppin St.
Rider,Wagner
West Virginia,Rider
Hofstra,Rider
Rider,Norfolk St.
Rider,Robert Morris
Washington St.,Rider
Drake,Rider
Rider,Northern Colo.
CSUN,Rider
VCU,Rider
Rider,Fairfield
Rider,Quinnipiac
Rider,Canisius
Rider,Niagara
Rider,Manhattan
Iona,Rider
Rider,Marist
Rider,Saint Peter's
Monmouth,Rider
Manhattan,Rider
Canisius,Rider
Siena,Rider
Quinnipiac,Rider
Rider,Monmouth
Rider,Saint Peter's
Rider,Niagara
Iona,Rider
Rider,Marist
Siena,Rider
Southern California,Robert Morris
Missouri St.,Robert Morris
Robert Morris,Mississippi Val.
Robert Morris,Stetson
Purdue,Robert Morris
Robert Morris,Youngstown St.
Drexel,Robert Morris
Canisius,Robert Morris
